date;title;artist;danceability
2008-02-09;How Far We've Come;matchbox twenty;566
2008-02-09;I Don't Wanna Be In Love (Dance Floor Anthem);good charlotte;0.64
2008-02-09;I'm So Hood;dj khaled;711
2008-02-09;Firecracker;josh turner;447
2008-02-09;My Drink N' My 2 Step;cassidy;642
2008-02-09;Work That;mary j. blige;794
2008-02-09;He Said She Said;ashley tisdale;694
2008-02-09;Kindly Unspoken;kate voegele;0.54
2008-02-02;Don't Blink;kenny chesney;604
2008-02-02;Gimme More;britney spears;788
2008-02-02;How 'Bout Them Cowgirls;george strait;606
2008-02-02;Shawty Is A 10;the-dream;716
2008-02-02;Shiftwork;kenny chesney;847
2008-02-02;Start All Over;miley cyrus;489
2008-02-02;Anyone Else But You;michael cera;366
2008-02-02;Girls In Their Summer Clothes;bruce springsteen;442
2008-01-26;Rockstar;nickelback;616
2008-01-26;Baby Don't Go;fabolous;0.84
2008-01-26;Freaky Gurl;gucci mane;787
2008-01-26;Soulja Girl;soulja boy tell'em;575
2008-01-26;Taking Chances;celine dion;247
2008-01-26;Witch Doctor (2007);alvin and the chipmunks;832
2008-01-19;Wake Up Call;maroon 5;659
2008-01-19;Fall;clay walker;0.55
2008-01-19;1234;feist;0.71
2008-01-19;Crushcrushcrush;paramore;631
2008-01-19;Bad Day;alvin and the chipmunks;693
2008-01-19;Citizen/Soldier;3 doors down;643
2008-01-19;Funkytown;alvin and the chipmunks;808
2008-01-19;Our Time Now;plain white t's;585
2008-01-12;S.O.S.;jonas brothers;598
2008-01-12;So Small;carrie underwood;426
2008-01-12;Me Love;sean kingston;0.66
2008-01-12;Livin' Our Love Song;jason michael carroll;488
2008-01-12;The Chipmunk Song (Christmas Don't Be Late) (2007);alvin and the chipmunks;612
2008-01-12;Falling In Love At A Coffee Shop;landon pigg;489
2008-01-12;Fly Like Me;chingy;0.7
2008-01-12;Citizen Soldier;3 doors down;643
2008-01-12;Leave It All To Me (iCarly Theme Song);miranda cosgrove;233
2008-01-04;Until The End Of Time;justin timberlake;0.56
2008-01-04;Bed;j. holiday;684
2008-01-04;The Pretender;foo fighters;0.43
2008-01-04;Ayo Technology;50 cent;442
2008-01-04;Me Enamora;juanes;684
2008-01-04;Nothin' Better To Do;leann rimes;451
2008-01-04;This Christmas;chris brown;407
2008-01-04;Do You Hear What I Hear;carrie underwood;296
2007-12-29;Never Too Late;three days grace;433
2007-12-29;Bleed It Out;linkin park;529
2007-12-29;Free And Easy (Down The Road I Go);dierks bentley;557
2007-12-29;More Than A Memory;garth brooks;491
2007-12-29;As If;sara evans;568
2007-12-29;Roc Boys (And The Winner Is)...;jay-z;725
2007-12-29;Mistletoe;colbie caillat;576
2007-12-22;Hood Figga;gorilla zoe;814
2007-12-22;Take Me There;rascal flatts;398
2007-12-22;If You're Reading This;tim mcgraw;273
2007-12-15;Online;brad paisley;557
2007-12-15;I'm Like A Lawyer...(Me & You);fall out boy;513
2007-12-15;Sexy Movimiento;wisin;812
2007-12-15;Still Will;50 cent;655
2007-12-08;Hey There Delilah;plain white t's;0.51
2007-12-08;Umbrella;rihanna;579
2007-12-08;Let It Go;keyshia cole;812
2007-12-08;Sorry, Blame It On Me;akon;705
2007-12-08;I Get Money;50 cent;528
2007-12-08;Do It Well;jennifer lopez;764
2007-12-08;The Hand Clap;hurricane chris;805
2007-12-08;Music Is My Hot Hot Sex;css;741
2007-12-08;Hot;avril lavigne;0.6
2007-12-01;Before He Cheats;carrie underwood;519
2007-12-01;LoveStoned;justin timberlake;859
2007-12-01;Love Me If You Can;toby keith;581
2007-12-01;From Where You Are;lifehouse;239
2007-12-01;Dreaming With A Broken Heart;john mayer;608
2007-12-01;Calabria;enur;888
2007-11-24;Home;daughtry;0.45
2007-11-24;Wait For You;elliott yamin;764
2007-11-24;Shawty;plies;444
2007-11-24;Can't Tell Me Nothing;kanye west;594
2007-11-24;Famous In A Small Town;miranda lambert;509
2007-11-24;Headlines (Friendship Never Ends);spice girls;543
2007-11-17;First Time;lifehouse;441
2007-11-17;The Great Escape;boys like girls;423
2007-11-17;When You're Gone;avril lavigne;458
2007-11-17;Never Wanted Nothing More;kenny chesney;528
2007-11-17;You Know What It Is;t.i.;657
2007-11-17;Proud Of The House We Built;brooks;617
2007-11-17;Blue Magic;jay-z;803
2007-11-17;Another Side Of You;joe nichols;564
2007-11-10;Bartender;t-pain;675
2007-11-10;Teenagers;my chemical romance;463
2007-11-10;Potential Breakup Song;aly;0.57
2007-11-10;All My Friends Say;luke bryan;683
2007-11-10;Empty Walls;serj tankian;464
2007-11-03;Buy U A Drank (Shawty Snappin');t-pain;451
2007-11-03;Thnks Fr Th Mmrs;fall out boy;455
2007-11-03;Beautiful Girls;sean kingston;762
2007-11-03;A Bay Bay;hurricane chris;577
2007-11-03;Shut Up And Drive;rihanna;741
2007-11-03;These Are My People;rodney atkins;558
2007-11-03;Shadowplay;the killers;648
2007-10-27;Make Me Better;fabolous;605
2007-10-27;Whine Up;kat deluna;821
2007-10-27;Do You;ne-yo;597
2007-10-27;Can't Leave 'Em Alone;ciara;527
2007-10-20;Whine Up;kat deluna;821
2007-10-20;Because Of You;reba mcentire;571
2007-10-20;Int'l Players Anthem (I Choose You);ugk;673
2007-10-20;I Got It From My Mama;will.i.am;888
2007-10-20;Wadsyaname;nelly;0.78
2007-10-20;1, 2, 3, 4;feist;0.71
2007-10-20;1973;james blunt;0.72
2007-10-13;Makes Me Wonder;maroon 5;812
2007-10-13;Do You Know? (The Ping Pong Song)/Dimelo;enrique iglesias;781
2007-10-13;Big Things Poppin' (Do It);t.i.;696
2007-10-13;Until The End Of Time;justin timberlake;0.56
2007-10-13;Cupid Shuffle;cupid;785
2007-10-06;teachme;musiq soulchild;499
2007-10-06;Everything;michael buble;686
2007-10-06;Like This;mims;771
2007-10-06;Same Girl;r. kelly;717
2007-10-06;Clothes Off!!;gym class heroes;761
2007-10-06;Money In The Bank;swizz beatz;844
2007-10-06;Inconsolable;backstreet boys;407
2007-09-29;The Sweet Escape;gwen stefani;756
2007-09-29;Party Like A Rockstar;shop boyz;697
2007-09-29;Lean Like A Cholo;down a.k.a. kilo;627
2007-09-29;(You Want To) Make A Memory;bon jovi;497
2007-09-29;Do It;nelly furtado;876
2007-09-22;When I See U;fantasia;569
2007-09-22;What I've Done;linkin park;623
2007-09-22;Sexy Lady;yung berg;374
2007-09-22;4 In The Morning;gwen stefani;709
2007-09-22;Easy;paula deanda;815
2007-09-22;Everyday America;sugarland;0.64
2007-09-22;Crank That (Soulja Boy);soulja boy;0.74
2007-09-22;What Time Is It;high school musical 2 cast;747
2007-09-22;Hold On;jonas brothers;474
2007-09-22;You Are The Music In Me;zac efron;unknown
2007-09-22;Can U Believe;robin thicke;656
2007-09-15;Rehab;amy winehouse;513
2007-09-15;A Different World;bucky covington;617
2007-09-15;Wipe Me Down;lil boosie;836
2007-09-15;Tambourine;eve;825
2007-09-15;I Need You;tim mcgraw;541
2007-09-15;You Are The Music In Me;zac efron/vanessa anne hudgens;351
2007-09-15;Gotta Go My Own Way;zac efron/vanessa anne hudgens;558
2007-09-15;Bet On It;zac efron;unknown
2007-09-15;Coffee Shop;yung joc;804
2007-09-08;Summer Love;justin timberlake;606
2007-09-08;I Told You So;keith urban;627
2007-09-08;How Do I Breathe;mario;436
2007-09-08;Tough;craig morgan;601
2007-09-08;Everyday;zac efron/vanessa anne hudgens;474
2007-09-08;I Don't Dance;corbin bleu and lucas grabeel;587
2007-09-08;All For One;high school musical 2 cast;679
2007-09-08;Fabulous;ashley tisdale and lucas grabeel;unknown
2007-09-01;Find Out Who Your Friends Are;tracy lawrence;525
2007-09-01;Icky Thump;the white stripes;394
2007-09-01;You Are The Music In Me;zac efron and vanessa anne hudgens;unknown
2007-09-01;Gotta Go My Own Way;zac efron and vanessa anne hudgens;unknown
2007-09-01;Everyday;zac efron and vanessa anne hudgens;474
2007-08-25;U + Ur Hand;pink;695
2007-08-25;Girlfriend;avril lavigne;0.56
2007-08-25;Get It Shawty;lloyd;825
2007-08-25;Ticks;brad paisley;623
2007-08-25;Lucky Man;montgomery gentry;574
2007-08-25;Never Again;kelly clarkson;514
2007-08-25;Lip Gloss;lil mama;619
2007-08-25;I Wonder;kellie pickler;493
2007-08-25;Wall To Wall;chris brown;595
2007-08-18;Give It To Me;timbaland;973
2007-08-18;Lost In This Moment;big;599
2007-08-18;Like This;kelly rowland;676
2007-08-18;Moments;emerson drive;497
2007-08-18;Johnny Cash;jason aldean;629
2007-08-18;Wrapped;george strait;581
2007-08-18;Ready, Set, Don't Go;billy ray cyrus;471
2007-08-11;Glamorous;fergie;707
2007-08-11;Pop, Lock & Drop It;huey;745
2007-08-11;I Tried;bone thugs-n-harmony;0.73
2007-08-11;Forever;papa roach;575
2007-08-11;Anonymous;bobby valentino;709
2007-08-11;Startin' With Me;jake owen;487
2007-08-11;You Can't Stop The Beat;cast of hairspray;unknown
2007-08-04;Please Don't Go;tank;486
2007-08-04;Good Directions;billy currington;0.72
2007-08-04;We Takin' Over;dj khaled;767
2007-08-04;Nobody's Perfect;hannah montana;593
2007-08-04;Life's What You Make It;hannah montana;633
2007-08-04;Before It's Too Late (Sam And Mikaela's Theme);goo goo dolls;0.23
2007-08-04;Stranger;hilary duff;681
2007-07-28;Because Of You;ne-yo;808
2007-07-28;Like A Boy;ciara;701
2007-07-28;Better Than Me;hinder;452
2007-07-28;Outta My System;bow wow;772
2007-07-28;Beautiful Liar;beyonce;763
2007-07-28;Little Wonders;rob thomas;163
2007-07-28;Guys Like Me;eric church;446
2007-07-21;G.N.O. (Girl's Night Out);miley cyrus;401
2007-07-14;2 Step;unk;734
2007-07-14;I'm A Flirt;r. kelly or bow wow (featuring t.i.;835
2007-07-14;Stand;rascal flatts;431
2007-07-14;Dance Tonight;paul mccartney;539
2007-07-14;Lost;faith hill;515
2007-07-14;Make Some Noise;hannah montana;492
2007-07-14;True Friend;hannah montana;658
2007-07-07;This Is Why I'm Hot;mims;621
2007-07-07;Don't Matter;akon;0.79
2007-07-07;Rock Yo Hips;crime mob;847
2007-07-07;Stolen;dashboard confessional;632
2007-07-07;Impacto;daddy yankee;781
2007-07-07;I Don't Wanna Stop;ozzy osbourne;578
2007-07-07;Working Class Hero;green day;0.3
2007-07-07;Imagine;jack johnson;554
2007-07-07;Doomsday Clock;the smashing pumpkins;338
2007-06-30;Cupid's Chokehold/Breakfast In America;gym class heroes;666
2007-06-30;Last Night;diddy;888
2007-06-30;If Everyone Cared;nickelback;522
2007-06-30;Wasted;carrie underwood;548
2007-06-30;High Maintenance Woman;toby keith;644
2007-06-30;A Woman's Love;alan jackson;592
2007-06-30;You Give Love A Bad Name;blake lewis;731
2007-06-30;This Is My Now;jordin sparks;467
2007-06-30;All Good Things (Come To An End);nelly furtado;657
2007-06-23;It's Not Over;daughtry;423
2007-06-23;The Way I Live;baby boy da prince;876
2007-06-23;Last Dollar (Fly Away);tim mcgraw;0.48
2007-06-16;Face Down;the red jumpsuit apparatus;545
2007-06-16;Say It Right;nelly furtado;872
2007-06-16;Go Getta;young jeezy;375
2007-06-16;This Ain't A Scene, It's An Arms Race;fall out boy;612
2007-06-16;Settlin';sugarland;0.62
2007-06-16;A Broken Wing;jordin sparks;642
2007-06-16;Tarantula;the smashing pumpkins;0.32
2007-06-16;Beautiful Flower;india.arie;0.45
2007-06-09;What Goes Around...Comes Around;justin timberlake;687
2007-06-09;Buddy;musiq soulchild;735
2007-06-09;Candyman;christina aguilera;686
2007-06-09;Don't Make Me;blake shelton;506
2007-06-09;I'll Stand By You;carrie underwood;715
2007-06-09;Straight To The Bank;50 cent;638
2007-06-09;I Who Have Nothing;jordin sparks;0.44
2007-06-09;Time Of The Season;blake lewis;unknown
2007-06-02;How To Save A Life;the fray;635
2007-06-02;Lost Without U;robin thicke;0.67
2007-06-02;Beer In Mexico;kenny chesney;583
2007-06-02;Anyway;martina mcbride;523
2007-06-02;Over It;katharine mcphee;462
2007-06-02;Smile;lily allen;632
2007-06-02;Read My Mind;the killers;0.54
2007-06-02;Makes Me Wonder;maroon 5;812
2007-06-02;Do It Just Like A Rockstar;freak nasty;unknown
2007-06-02;Given Up;linkin park;655
2007-05-26;Walk It Out;unk;793
2007-05-26;Irreplaceable;beyonce;447
2007-05-26;Long Trip Alone;dierks bentley;324
2007-05-26;Doe Boy Fresh;three 6 mafia;0.8
2007-05-26;With Love;hilary duff;0.86
2007-05-26;Breath;breaking benjamin;351
2007-05-26;Vulnerable;secondhand serenade;422
2007-05-19;On The Hotline;pretty ricky;704
2007-05-19;She's Like The Wind;lumidee;0.4
2007-05-19;Grace Kelly;mika;678
2007-05-19;Look After You;the fray;447
2007-05-19;We Takin' Over;dj khaled;767
2007-05-19;I'm Throwed;paul wall;739
2007-05-19;Gravity;john mayer;764
2007-05-19;Dig;incubus;0.45
2007-05-19;Up To The Mountain;kelly clarkson;364
2007-05-19;You Raise Me Up;josh groban;0.25
2007-05-19;Signal Fire;snow patrol;458
2007-05-19;If I Was Your Man;joe;714
2007-05-19;Lean Like A Cholo;down aka kilo;627
2007-05-12;Throw Some D's;rich boy;698
2007-05-12;Upgrade U;beyonce;593
2007-05-12;Cupid's Chokehold;gym class heroes;666
2007-05-12;It's Me Snitches;swizz beatz;724
2007-05-12;Me And God;josh turner;0.59
2007-05-12;I Don't Need A Man;the pussycat dolls;786
2007-05-05;You;lloyd;565
2007-05-05;Ice Box;omarion;773
2007-05-05;Keep Holding On;avril lavigne;274
2007-05-05;Top Back;t.i.;597
2007-05-05;Into The Ocean;blue october;0.76
2007-05-05;Stupid Boy;keith urban;492
2007-05-05;Ladies Love Country Boys;trace adkins;661
2007-05-05;I'll Wait For You;joe nichols;486
2007-05-05;We Takin' Over;dj khaled;767
2007-05-05;Get Buck;young buck;795
2007-05-05;A Feelin' Like That;gary allan;0.57
2007-04-28;Waiting On The World To Change;john mayer;541
2007-04-28;Smack That;akon;0.94
2007-04-28;I Wanna Love You;akon;866
2007-04-28;Make It Rain;fat joe;754
2007-04-28;Break It Off;rihanna;875
2007-04-28;Pain;three days grace;416
2007-04-28;Poppin';chris brown;762
2007-04-28;The River;good charlotte;431
2007-04-28;Apologize;timbaland;654
2007-04-28;Kiss The Girl;ashley tisdale;582
2007-04-28;The Story;brandi carlile;544
2007-04-28;Earth Intruders;bjork;626
2007-04-28;Que Hiciste;jennifer lopez;623
2007-04-21;We Fly High;jim jones;555
2007-04-21;Year 3000;jonas brothers;661
2007-04-21;Say OK;vanessa hudgens;472
2007-04-21;Diamonds;fabolous;445
2007-04-21;Release;timbaland;861
2007-04-14;Runaway Love;ludacris;378
2007-04-14;Snow ((Hey Oh));red hot chili peppers;427
2007-04-14;Wouldn't Get Far;the game;439
2007-04-14;Dashboard;modest mouse;639
2007-04-14;Circle;marques houston;676
2007-04-14;Lips Of An Angel;jack ingram;467
2007-04-14;Love Today;mika;671
2007-04-07;Chasing Cars;snow patrol;562
2007-04-07;My Love;justin timberlake;771
2007-04-07;Fergalicious;fergie;902
2007-04-07;Here (In Your Arms);hellogoodbye;706
2007-04-07;Promise;ciara;697
2007-04-07;Fidelity;regina spektor;923
2007-04-07;King Kong;jibbs;774
2007-04-07;And I Am Telling You I'm Not Going;jennifer hudson;464
2007-04-07;Hillbilly Deluxe;brooks;559
2007-04-07;Grace Kelly;mika;678
2007-04-07;Famous Last Words;my chemical romance;467
2007-04-07;1st Time;yung joc;679
2007-04-07;Flathead;the fratellis;599
2007-04-07;Tell Me 'Bout It;joss stone;864
2007-03-31;Boston;augustana;404
2007-03-31;Watching You;rodney atkins;625
2007-03-31;Alyssa Lies;jason michael carroll;499
2007-03-31;From Yesterday;30 seconds to mars;467
2007-03-31;Survivalism;nine inch nails;622
2007-03-24;SexyBack;justin timberlake;961
2007-03-24;Welcome To The Black Parade;my chemical romance;187
2007-03-24;Not Ready To Make Nice;dixie chicks;448
2007-03-24;Nothing Left To Lose;mat kearney;445
2007-03-24;It Just Comes Natural;george strait;405
2007-03-24;Wait A Minute;the pussycat dolls;0.87
2007-03-24;Little Bit Of Life;craig morgan;666
2007-03-24;Listen;beyonce;0.49
2007-03-17;It Ends Tonight;the all-american rejects;335
2007-03-17;Walk Away (Remember Me);paula deanda;672
2007-03-17;Tell Me;diddy;548
2007-03-17;Wind It Up;gwen stefani;0.96
2007-03-17;That's That;snoop dogg;864
2007-03-17;Pop Lock And Drop It;huey;745
2007-03-17;Movin' On;elliott yamin;0.7
2007-03-17;The Neighbor;dixie chicks;unknown
2007-03-17;Freak On A Leash (Unplugged);korn;353
2007-03-10;Lips Of An Angel;hinder;476
2007-03-10;Suddenly I See;kt tunstall;582
2007-03-10;Shortie Like Mine;bow wow;763
2007-03-10;Amarillo Sky;jason aldean;497
2007-03-10;I Luv It;young jeezy;0.64
2007-03-10;Like A Star;corinne bailey rae;605
2007-03-10;Break 'Em Off;paul wall;768
2007-03-10;Keep Your Mind Wide Open;annasophia robb;499
2007-03-03;She's Everything;brad paisley;355
2007-03-03;Zoom;lil' boosie;779
2007-03-03;Save Room;john legend;0.69
2007-03-03;Push It To The Limit;corbin bleu;814
2007-03-03;Outside Looking In;jordan pruitt;686
2007-03-03;I'm A Flirt;bow wow or r. kelly (featuring t.i.;unknown
2007-02-24;Far Away;nickelback;518
2007-02-24;Hurt;christina aguilera;337
2007-02-24;White & Nerdy;weird al yankovic;621
2007-02-24;Streetcorner Symphony;rob thomas;633
2007-02-24;Red High Heels;kellie pickler;626
2007-02-24;Be Good To Me;ashley tisdale;661
2007-02-24;Thinking About You;norah jones;0.65
2007-02-24;Not Fade Away;sheryl crow;unknown
2007-02-17;Want To;sugarland;705
2007-02-17;One Wing In The Fire;trent tomlinson;614
2007-02-17;Jump To The Rhythm;jordan pruitt;758
2007-02-17;Crazy Car;the naked brothers band;unknown
2007-02-10;Through Glass;stone sour;545
2007-02-10;Money Maker;ludacris;571
2007-02-10;Money In The Bank;lil scrappy;872
2007-02-10;Maneater;nelly furtado;793
2007-02-10;My Little Girl;tim mcgraw;477
2007-02-10;Take Me As I Am;mary j. blige;605
2007-02-10;Anna-Molly;incubus;451
2007-02-10;Lost One;jay-z;799
2007-02-10;Show Me The Money;petey pablo;863
2007-02-10;Honestly;cartel;449
2007-02-10;My, Oh My;the wreckers;508
2007-02-10;Phantom Limb;the shins;515
2007-02-03;What Hurts The Most;rascal flatts;527
2007-02-03;Tim McGraw;taylor swift;546
2007-02-03;My Wish;rascal flatts;549
2007-02-03;Come Back To Me;vanessa hudgens;634
2007-02-03;Unappreciated;cherish;826
2007-02-03;The Saints Are Coming;u2;229
2007-02-03;If We Were A Movie;hannah montana;605
2007-01-27;Say Goodbye;chris brown;805
2007-01-27;Too Little Too Late;jojo;428
2007-01-27;Call Me When You're Sober;evanescence;449
2007-01-27;Here It Goes Again;ok go;537
2007-01-27;Stuntin' Like My Daddy;birdman;732
2007-01-27;Come To Me;diddy;819
2007-01-27;You Save Me;kenny chesney;509
2007-01-27;Show Me What You Got;jay-z;588
2007-01-27;You Don't Know;eminem, 50 cent, lloyd banks;773
2007-01-27;Ay Chico (Lengua Afuera);pitbull;0.94
2007-01-27;Love Like Winter;afi;0.59
2007-01-27;Mr. Jones;mike jones;653
2007-01-20;Tell Me Baby;red hot chili peppers;695
2007-01-20;Some People Change;montgomery gentry;0.55
2007-01-20;Love Me Or Hate Me (F**k You!!!!);lady sovereign;906
2007-01-20;Hip Hop Is Dead;nas;766
2007-01-13;Show Stopper;danity kane;755
2007-01-13;Ring The Alarm;beyonce;458
2007-01-13;Chicken Noodle Soup.;webstar;467
2007-01-13;Dem Jeans;chingy;792
2007-01-13;Hate (I Really Don't Like You);plain white t's;449
2007-01-13;What Goes Around...;justin timberlake;687
2007-01-13;Who Said;hannah montana;625
2007-01-13;Best Of Both Worlds;hannah montana;674
2007-01-04;When You Were Young;the killers;463
2007-01-04;I Loved Her First;heartland;423
